//Index     Message
874 "Necesito [%d] zen."
875 "Se te descontarán %d Wcoins al finalizar."
876 "Necesitas [%d] Wcoins"
877 "¡Debes poner solo 2 artículos!"
878 "Solo se permiten armas y sets!"
879 "Debes poner dos elementos!"
880 "Debes poner dos elementos del mismo tipo!"
881 "Solo los artículos más bajos que la fuente funcionan con mi alquimista!"
882 "¡No puedo trabajar con objetos antiguos!"
883 "Espacio insuficiente en el inventario!"
884 "¡La combinación falló!"
885 "¡Éxito combinado!"
886 "Solo trabajo para VIPs!"
887 "Estoy Listo"
888 "[%s] ¡Date la vuelta para tener suerte, consigue una recompensa [CD 30 Segundos]!"
890 "[LuckyWheel] Necesitas [%d] Wcoins para utilizarme."
891 "Item comprado con éxito!"
892 "Tu necesitas más WCoins"
893 "Item desactivado!"
894 "No puedes comprar artículos con esa cantidad de días!"
895 "Tu inventario es full."
896 "Puede elegir solo %d Opciones Excellent"
897 "[%s] Falta %d minuto(s) para iniciar el evento"
898 "El tiempo para aceptar la petición ha expirado."
899 "No puedes casarte en este momento."
900 "Tu pareja ha desaparecido."
901 "Ambos deben estar frente al altar de la iglesia en Devias."
902 "Ambos requieren %d %s+%d para casarse."
903 "¡Felicidades! Te has casado con %s."
904 "¡Felicidades %s y %s, quienes se han casado!"
905 "No puedes divorciarte en este momento."
906 "Necesitas %d %s+%d para obtener el divorcio."
907 "Su divorcio fue exitoso, buena suerte la próxima vez."
908 "Tu pareja no está conectada en este momento."
909 "No puedes ir con tu pareja en este momento."
910 "[MATRIMONIO] Tu propuesta de matrimonio ha sido enviada."
911 "[MATRIMONIO] %s quiere casarse contigo."
912 "Los matrimonios homosexuales no están permitidos."
913 "%s ya está casado/a."
914 "Ya estás casado/a con %s."
915 "No puedes casarte contigo mismo/a."
916 "Jugador objetivo no encontrado o no está conectado."
917 "Debes estar casado/a para usar la tienda."
918 "Bienvenido, has recibido un regalo."
919 "[ResetReward] Inventario lleno, necesita espacio (8x8)"
920 "[ResetReward] +WCoinC(%d) +WCoinP(%d) +GPCoin(%d)"
921 "[ResetReward] Has ganado un item nuevo [%s]."
922 "[NPCMoveReq] No Disponible para [%s]."
923 "[NPCMoveReq] ItemQntd [%d], ItemName[%s], ItemLevel[%d]"
924 "[NPCMoveReq] No puedes moverte con el item [%s] equipado."
925 "[AcheronNpc] ItemQntd[%d], ItemName[%s], ItemLevel[%d]"
926 "[AcheronNpc] No puedes moverte con el item [%s] equipado."
927 "[ShopInfo] No se pueden vender artículos temporales"
928 "[ShopGame] Necesitas un espacio de (H: %d - W %d)"
929 "[ShopGame] No tienes Zen [%d] suficientes para realizar la compra."
930 "[ShopGame] No tienes WCoinC [%d] suficientes para realizar la compra."
931 "[ShopGame] No tienes WCoinP [%d] suficientes para realizar la compra."
932 "[ShopGame] No tienes GlobinPoints [%d] suficientes para realizar la compra."
933 "[ShopGame] Compra realizada con éxito."
934 "[GvGEvent] cierra en %d minuto(s)"
935 "Entrada para el Evento Guild vs Guild"
936 "[GvGEvent] cerró!"
937 "[GvGEvent] comienza en %d minuto(s)"
938 "[GvGEvent] comenzo!"
939 "[GvGEvent] finalizo!"
940 "[GvGEvent] No puedes entrar!"
941 "[GvGEvent] No está abierto!"
942 "[GvGEvent] Usted no tiene el item necesario para entrar!"
943 "[GvGEvent] Usted necesita estar en un guild!"
944 "[GvGEvent] El GameMaster del guild tiene que entrar primero!"
945 "[GvGEvent] %d punto(s) para el guild %s!"
946 "[GvGEvent] Cancelado!"
947 "[GvGEvent] El Guild %s vencio el evento!"
948 "[ExchangeCoin] Valor necesario: %d WC!"
949 "[ExchangeCoin] Valor necesario: %d WP!"
950 "[ExchangeCoin] Valor necesario: %d GP!"
951 "[ExchangeCoin] Cambio realizado con éxito!"
952 "[Online Reward Coin] Haz ganado Ruud: %d"
953 "[FountMagic] Se removio Zen: %d!"
954 "[FountMagic] Se removio Wcoin: %d!"
955 "[FountMagic] Se removio WcoinC: %d!"
956 "[FountMagic] Se removio GlobinPoint: %d!"
957 "[FountMagic] Se removio RuudCoin: %d!"
958 "[FountMagic] No puedes usarlo en este momento."
959 "[FountMagic] No tienes suficiente Zen: %d"
960 "[FountMagic] No tienes suficientes WCoinC: %d"
961 "[FountMagic] No tienes suficientes WCoinP: %d"
962 "[FountMagic] No tienes suficientes GlobinPoint: %d"
963 "[FountMagic] No tienes suficientes RuudCoin: %d"
964 "[FountMagic] No tienes permiso para usarlo."
965 "[FountMagic] Necesitas nivel %d para usarlo."
966 "[FountMagic] Necesitas Reset: %d para usarlo."
967 "[LuckyWheel] Necesitas [%d] WCoinP para usarme."
968 "[LuckyWheel] Necesitas [%d] GlobinPoint para usarme."
969 "[LuckyWheel] Necesitas [%d] Ruud para usarme."
970 "[PersonalStore] Espere 15 segundos para comprar de nuevo"
971 "[HappyHours] TotalNormalExp: [%d],TotalItemDrop: [%d]"
972 "[HappyHours] Duration %d Minute(s)"
973 "[HappyHours] End"
974 "[MasterHours] TotalMasterExp: [%d],TotalMasterItemDrop: [%d]"
975 "[MasterHours] Duration %d Minute(s)"
976 "[MasterHours] End"
977 "Has actualizado el estado de tu flag"
978 "Información no válida"
979 "No has desbloqueado la flag previamente"
980 "Ya posees esta flag"
981 "Cambio de estado de la flag exitoso"
982 "No tienes suficientes WCoinC"
983 "Precio de la flag en WCoinC"
984 "No tienes suficientes WCoinP"
985 "Precio de la flag en WCoinP"
986 "No tienes suficientes GlobinPoint"
987 "Precio de la flag en GlobinPoint"
988 "Has adquirido una flag de éxito"
989 "[Trade] Valor necesario: %d Ruud!"
990 "Añadido(s) %d Ruud en tu cuenta!"
991 "Discounted %d Ruud from your account!"
992 "ATENCIÓN!! Todos los items en este almacén son soldados para Ruud Coin"
993 "Value to use: %d WP!"
994 "Guild (%s) get Points (%d)"
995 "[ViewItem] Tu nivel de cuenta no está permitido para el sistema."
996 "[ViewItem] El usuario ha desactivado la visualización de los equipos."
997 "[ViewItem] Has desactivado la visualización de tus equipos."
998 "[ViewItem] Has activado la visualización de tus equipos."
999 "No está habilitado para usar Muhelper Offline"
1000 "Necesita al menos %d nivel de usar el comando"
1001 "Necesita al menos %d restablecer para usar el comando"
1002 "Ya usas el comando"
1003 "No puedes usar el comando en esta ubicación"
1004 "No tiene el hechizo requerido para usar el comando"
1005 "[Invasion Manager] Invasion (%s) en el mapa (%s)"
1006 "I only have %d skills!"
1007 "I will fight without skills now!"
1008 "Skill changed!"
1009 "Switching Bolts!"
1010 "I dont have enough Bolts!"
1011 "You must wait before use botpet command again"
1012 "Name must be 4 chars or more"
1013 "Name must have 10 chars or less"
1014 "You have a BotPet alread"
1015 "BotPet number is out of range"
1016 "BotPet Dissabled!"
1017 "You cant create BotPet inside one event or duel map!"
1018 "This BotPet is only for VIPs!"
1019 "You need %d WcoinC and you have %d!"
1020 "You need %d WcoinP and you have %d!"
1021 "You need %d GlobinPoint and you have %d!"
1022 "You need %d Ruud and you have %d!"
1023 "BotPet already invoked!"
1024 "You cant invoke BotPet, remove your invocation!"
1025 "You cant invoke BotPet inside one event!"
1026 "Ok, im moving with you sir!"
1027 "I will stay here sir!"
1028 "Mmmm Mana...!"
1029 "I dont have Mana pots!"
1030 "I'm feeling better!"
1031 "I dont have HP pots!"
1032 "BotPet is DEAD, please create new one!"
1033 "BotPet is Logged Out!"
1034 "Thanks! i feel my lifes back!"
1035 "%s BotPet Created!"
1036 "You cant create a BotPet right now, try it later"
1037 "Name ready in use!"
1038 "I'm here to protect you!"
1039 "I have reached my maximum level!"
1040 "I'm feeling more power!!"
1041 "Only in safe zone!"
1042 "Thanks for the items Master!"
1043 "The new Skill Number is %d"
1044 "This is not for me!"
1045 "I need more mana!"
1046 "I have this skill already!"
1047 "[Anti-AFK] Current Warning Number: %d"
1048 "[Anti-AFK] Warping To Lorencia Safe Zone"
1049 "[Anti-AFK] Reducing Warning Number: %d from %d"
1050 "BotPet Status: Lives Remaining: %d"
1051 "Open (Friend System) -> Key(F)"
1052 "Incorrect Syntaxis use /botpet help"
1053 "Trade me to get lucky buff!"
end
